platform,website,date,zipcode,rank,page,query,prod_id,upc,product,manufacturer,model,price,list_price,in_stock,max_qty,seller,arrives,shipping,shipping_price,shipping_options,store_stock,store_address,store_zip,store_price,weight,reviews,rating,quantity1,quantity2,quantity3,quantity4,quantity5,ads,calc_rank,calc_inven,calc_promo,calc_ship
HD,https://www.homedepot.com/,1578772379175,78722,20.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,310825852,,DEWALT ATOMIC 20-Volt MAX Li-Ion Brushless Cordless Compact Drill/Impact Combo Kit (2-Tool) w/ Bonus Mech Tool Set (142-Piece),DEWALT,DCK278C2W73802,340.85,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,586.0,4.6,,5.0,,,,0.0,20.0,0.0,1.0,2
HD,https://www.homedepot.com/,1578772935028,78722,0.0,1.0,https://www.homedepot.com/s/BLACK+DECKER%20LDX120C%20drills?isSearch=true&Nao=0,203124591,,BLACK+DECKER 20-Volt MAX Lithium-Ion Cordless 3/8 in. Drill/Driver with Battery 1.5Ah and Charger,BLACK+DECKER,LDX120C,46.4,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,3.925,410.0,4.2,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772941067,78722,0.0,1.0,https://www.homedepot.com/s/BLACK+DECKER%20DR260C%20drills?isSearch=true&Nao=0,206667874,,BLACK+DECKER 5.2 Amp 3/8 in. Corded Drill,BLACK+DECKER,DR260C,22.94,,,,,,Free delivery with $45 order,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,3.6,29.0,4.3,,,,,,0.0,21.0,0.0,0.0,7
HD,https://www.homedepot.com/,1578772946621,78722,0.0,1.0,https://www.homedepot.com/s/PORTER-CABLE%20PCC601LB%20drills?isSearch=true&Nao=0,310335069,,Porter-Cable 20-Volt MAX Lithium-Ion Cordless 1/2 in. Drill/Driver with 2 Batteries 1.3 Ah and Charger,PORTER-CABLE,PCC601LB,75.77,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,5.224,9.0,4.6,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772950918,78722,0.0,1.0,https://www.homedepot.com/s/BLACK+DECKER%20BDCDMT120C%20drills?isSearch=true&Nao=0,205845617,,BLACK+DECKER 20-Volt MAX Lithium-Ion Cordless Matrix Drill/Driver with Battery 1.5Ah and Charger,BLACK+DECKER,BDCDMT120C,50.79,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,4.25,64.0,4.5,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772958920,78722,0.0,1.0,https://www.homedepot.com/s/WORX%20WX176L%20drills?isSearch=true&Nao=0,206690559,,Worx 20-Volt Lithium-Ion 1/4 in. Cordless Drill/Driver,WORX,WX176L,73.79,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,2.9,1177.0,4.7,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772961250,78722,0.0,1.0,https://www.homedepot.com/s/WORX%20WX176L%20drills?isSearch=true&Nao=0,301336704,,Worx 20-Volt Lithium-Ion Switchdriver (Bare Tool Only),Worx,WX176L.9,48.1,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,2.5,205.0,4.7,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772964759,78722,0.0,1.0,https://www.homedepot.com/s/WORX%20WX176L%20drills?isSearch=true&Nao=0,305968440,,Worx 20-Volt Switchdriver Cordless 1/4 in. Drill and Driver with 67-Piece Accessory Kit,Worx,WX176L.1,142.97,,,,,,,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,2.89,802.0,4.8,,,,,,0.0,21.0,0.0,0.0,7
HD,https://www.homedepot.com/,1578773371564,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCK240C2%20drills?isSearch=true&Nao=0,306554395,,DEWALT 20-Volt MAX Lithium-Ion Cordless Drill/Driver & Impact Wrench Combo Kit (2-Tool) w/ (2) 20-Volt MAX Batteries 1.3Ah,DEWALT,DCK240C2DCF883B,318.0,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,1417.0,4.6,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578773379487,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCD771C2%20drills?isSearch=true&Nao=0,204279858,,"DEWALT 20-Volt MAX Lithium-Ion Cordless 1/2 in. Drill/Driver Kit with (2) 20-Volt Batteries 1.3Ah, Charger and Tool Bag",DEWALT,DCD771C2,96.0,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,6.75,3115.0,4.6,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578773383874,78722,0.0,1.0,https://www.homedepot.com/s/BLACK+DECKER%20LDX120PK%20drills?isSearch=true&Nao=0,204067339,,"BLACK+DECKER 20-Volt MAX Lithium-Ion Cordless Drill and Project Kit with Battery 1.5Ah, Charger and Kit Bag",BLACK+DECKER,LDX120PK,80.57,,,,,,,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,9.4,235.0,4.4,,,,,,0.0,21.0,0.0,0.0,7
HD,https://www.homedepot.com/,1578773391681,78722,0.0,1.0,https://www.homedepot.com/s/Makita%20XFD131%20drills?isSearch=true&Nao=0,305926995,,"Makita 18-Volt LXT Lithium-Ion Brushless Cordless 1/2 in. Driver-Drill Kit, 3.0Ah",Makita,XFD131,99.0,129.0,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,7.25,252.0,4.7,6.0,,,,,0.0,21.0,6.0,1.0,2
HD,https://www.homedepot.com/,1578773423609,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCF885C1%20drills?isSearch=true&Nao=0,207121879,,"DEWALT 20-Volt MAX Lithium-Ion Cordless 1/4 in. Impact Driver with (1) 20-Volt Battery 1.3Ah, Charger and Tool Bag",DEWALT,DCF885C1,99.0,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,5.58,710.0,4.7,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578773431065,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCD792D2%20drills?isSearch=true&Nao=0,301918967,,DEWALT 20-Volt MAX XR Lithium Ion Cordless Drill / Driver Kit,DEWALT,DCD792D2,239.0,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,8.0,19.0,4.7,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578773443378,78722,0.0,1.0,https://www.homedepot.com/s/BLACK+DECKER%20BDCDD12PK%20drills?isSearch=true&Nao=0,300227142,,"BLACK+DECKER 12-Volt MAX Lithium-Ion Cordless Project Kit (57-Piece) with Battery 1.5Ah, Charger and Tool Bag",BLACK+DECKER,BDCDD12PK,53.03,,,,,,,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,24.0,4.5,,,,,,0.0,21.0,0.0,0.0,7
WMT,https://www.walmart.com/,1578772205496,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=DEWALT%20DCK240C2%20drills&sort=&page=1&ps=40,730640680,190403062818.0,Refurbished Dewalt DCK240C2 20v Lithium Drill Driver/Impact Combo Kit (1.3Ah),DEWALT,DCK240C2,109.82,159.0,0.0,12.0,VIPOUTLET,,,,0.0,,,,,9.5,0.0,,1.0,0.0,,,,0.0,21.0,0.0,1.0,7
WMT,https://www.walmart.com/,1578772228760,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=Metabo%20HPT%20DS18DGLM%20drills&sort=&page=1&ps=40,365638324,717709025530.0,Metabo HPT DS18DGLM 18V Lithium-Ion 1/2 in. Cordless Drill Driver Kit (1.3 Ah),Metabo HPT,DS18DGLM,132.88,,1.0,12.0,CPO Outlets,1579118400000.0,EXPEDITED,0.0,1.0,,,,,8.6,145.0,4.6,31.0,0.0,,,,0.0,21.0,12.0,0.0,2
WMT,https://www.walmart.com/,1578772575084,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=Milwaukee%2048-89-4631%20drills&sort=&page=1&ps=40,630712727,997964519368.0,Milwaukee 48-89-4631 23 Piece TiN Shockwave Drill Bit Kit,Milwaukee,48-89-4631,115.25,,0.0,12.0,Electronics & Supplies Outlet,,,,0.0,,,,,,0.0,,10.0,0.0,,,,0.0,21.0,0.0,0.0,7
WMT,https://www.walmart.com/,1578772693531,78722,1.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,303303799,889526116651.0,"Hyper Tough 18-Volt Ni-Cad Cordless Drill, AQ75023G",Hyper Tough,AQ75023G,19.83,29.99,1.0,12.0,Walmart.com,1579197600000.0,EXPEDITED,5.99,2.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,19.83,4.685,518.0,4.3,2856.0,0.0,,,,0.0,1.0,12.0,1.0,2
WMT,https://www.walmart.com/,1578772696702,78722,2.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,290983234,889526201203.0,"Hyper Tough HT Charge 20-Volt Max Lithium Ion Cordless Drill-Driver, AQ75034G",Hyper Tough,AQ75034G,29.64,44.46,1.0,12.0,Walmart.com,1579118400000.0,EXPEDITED,5.99,1.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,29.64,3.968,229.0,4.4,922.0,1.0,,,,0.0,2.0,12.0,1.0,2
WMT,https://www.walmart.com/,1578772700275,78722,3.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,635587897,885911554046.0,"BLACK+DECKER 20-Volt MAX* Lithium Cordless Drill With 2 Batteries, BCD702C2BWM",BLACK+DECKER,BCD702C2BWM,49.88,74.82,1.0,12.0,Walmart.com,1578945600000.0,EXPEDITED,0.0,2.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,35.0,3.0,143.0,4.6,570.0,0.0,,,,0.0,3.0,12.0,1.0,2
WMT,https://www.walmart.com/,1578772703496,78722,4.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,704004899,885911533010.0,"BLACK+DECKER 8-Volt Lithium Cordless Drill With Bonus Drill Bits, BDCD8BVA",BLACK+DECKER,BDCD8BVA,22.99,,1.0,12.0,Walmart.com,1579118400000.0,EXPEDITED,5.99,1.0,Limited stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,19.0,1.9,16.0,4.9,6.0,0.0,6.0,,,0.0,4.0,6.0,0.0,2
WMT,https://www.walmart.com/,1578772706752,78722,5.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,138602068,885911554022.0,"BLACK+DECKER 20-Volt MAX* Lithium Cordless Drill, BCD702C1",BLACK+DECKER,BCD702C1,39.88,,1.0,12.0,Walmart.com,1578945600000.0,EXPEDITED,0.0,2.0,Limited stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,30.0,3.4,74.0,4.7,126.0,1.0,,,,0.0,5.0,12.0,1.0,2
WMT,https://www.walmart.com/,1578772710788,78722,6.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,25864361,885911187510.0,"BLACK+DECKER 18-Volt Ni-Cad Cordless Drill-Driver, GC1801",BLACK+DECKER,GC1801,30.64,39.97,1.0,12.0,Walmart.com,1578945600000.0,EXPEDITED,5.99,2.0,Limited stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,21.0,4.8,106.0,4.3,298.0,0.0,,,,0.0,6.0,12.0,1.0,2
WMT,https://www.walmart.com/,1578772713740,78722,7.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,739032180,886098001958.0,"Hyper Tough 6.0-Amp 1/2-Inch Corded Hammer Drill, DL1137",Hyper Tough,DL1137,24.84,29.99,1.0,12.0,Walmart.com,1578945600000.0,EXPEDITED,5.99,2.0,In stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,24.84,4.96,79.0,3.9,590.0,0.0,5.0,,,0.0,7.0,5.0,1.0,2
WMT,https://www.walmart.com/,1578772716855,78722,8.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,52828862,885911452854.0,"BOSTITCH 18-Volt Lithium-Ion 2 Tool Combo Kit, BTCK411L2",BOSTITCH,BTCK411L2,128.0,149.99,1.0,12.0,Walmart.com,1579118400000.0,EXPEDITED,0.0,1.0,Limited stock,"1030 Norwood Park Blvd, Austin, TX",78753.0,99.0,9.9,10.0,3.7,3.0,0.0,3.0,,,0.0,8.0,3.0,1.0,2
WMT,https://www.walmart.com/,1578772720220,78722,9.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,24491109,885911235822.0,"BLACK+DECKER 20-Volt MAX* Lithium-Ion Drill-Driver, LDX120C",BLACK+DECKER,LDX120C,61.4,,1.0,12.0,CPO Outlets,1579118400000.0,STANDARD,0.0,1.0,,,,,3.4,84.0,4.5,76.0,1.0,,,,0.0,9.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578772723443,78722,10.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,638232778,,"BEAUDENS 20V Cordless Drill Driver with 2000mAh Lithium-ion Battery, Lightweight and 61pcs Bits, 21+1 Torque Setting and Variable Speed for Home and DIY, 3/8 inches Quick Release Chuck",BEAUDENS,8520S-200Li+ CBA1701+ XZ1800-1500GL,59.99,129.99,1.0,12.0,Samonline,1579291200000.0,VALUE,0.0,1.0,,,,,5.29,11.0,4.8,478.0,0.0,,,,0.0,10.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578772726413,78722,11.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,45736075,885911414524.0,"BLACK+DECKER 3/8-Inch 5.2 Amp Corded Drill-Driver, DR260C",BLACK+DECKER,DR260C,25.84,39.97,1.0,12.0,Walmart.com,1579291200000.0,STANDARD,5.99,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,21.0,,16.0,4.4,660.0,0.0,,,,0.0,11.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578772729590,78722,12.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,597805614,,"ACDelco ARD12126S1 12V Lithium-Ion Cordless 2-Speed 3/8” Drill Driver Kit (10 Bits, Battery, Charger, Tool case)",ACDelco,ARD12126S1,29.99,,1.0,12.0,Durofix,1579204800000.0,STANDARD,0.0,1.0,,,,,,5.0,4.8,2776.0,0.0,,,,0.0,12.0,12.0,0.0,7
WMT,https://www.walmart.com/,1578772732996,78722,13.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,39917053,885911320948.0,"PORTER CABLE 20-Volt Max 1/2-Inch Lithium-Ion Compact Cordless Drill, PCC601LB",PORTER-CABLE,PCC601LB,77.47,99.0,1.0,12.0,Walmart.com,1579291200000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,5.22,29.0,4.7,32.0,1.0,,,,0.0,13.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578772736058,78722,14.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,42540322,885911373067.0,"BLACK+DECKER 20-Volt MAX* Matrix Lithium Cordless Drill, BDCDMT120C",BLACK+DECKER,BDCDMT120C,77.99,,1.0,12.0,CPO Outlets,1579118400000.0,EXPEDITED,0.0,1.0,,,,,4.25,33.0,4.8,23.0,0.0,,,,0.0,14.0,12.0,0.0,2
WMT,https://www.walmart.com/,1578772739104,78722,15.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,763603734,693892577080.0,Porter-Cable PCC601 20-Volt Lithium-Ion 1/2 in. Cordless Driver Drill (Bare Tool),PORTER-CABLE,PCC601,45.9,,1.0,12.0,HeltonTool & Home,1579291200000.0,VALUE,0.0,2.0,,,,,,0.0,0.0,34.0,1.0,,,,0.0,15.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578772742065,78722,16.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,302734320,657258042827.0,Yescom 52CC 1.7HP 2 Stroke Gas Powered T-Post Driver Petrol Pile Hammer Fence Garden EPA Certified,Yescom,08PDH005-PD52CC-02,289.95,476.9,1.0,12.0,"Yescom USA, Inc.",1579118400000.0,STANDARD,0.0,2.0,,,,,43.0,2.0,4.0,45.0,0.0,,,,0.0,16.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578772745770,78722,17.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,49156105,845534014198.0,"WORX 20-Volt Max* Power Share, Switchdriver Drill-Driver, 1/4-Inch Hex Quick-Change Chuck, (2) 1, WX176L,",WORX,WX176L,73.79,99.99,1.0,10.0,Walmart.com,1579723200000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,3.1,1008.0,4.7,617.0,0.0,,,,0.0,17.0,10.0,1.0,7
WMT,https://www.walmart.com/,1578772748821,78722,18.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,44686625,39725040626.0,"SKIL 6445-04 1/2"" 7A Corded Hammer Drill",SKIL,6445-04,38.45,55.56,1.0,10.0,Walmart.com,1578945600000.0,EXPEDITED,0.0,2.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,5.75,24.0,4.7,17.0,0.0,,,,0.0,18.0,10.0,1.0,2
WMT,https://www.walmart.com/,1578772754530,78722,19.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,136044979,766897743061.0,"Pink Power PP182 18V Cordless Drill Driver Set for Women - Tool Case, 18 Volt Electric Drill, Charger and 2 Batteries",Pink Power,PP182,59.99,69.99,1.0,12.0,Sunbelt Products,1579291200000.0,VALUE,0.0,2.0,,,,,3.5,11.0,4.8,474.0,0.0,,,,0.0,19.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578772757591,78722,20.0,1.0,https://www.walmart.com/search/?cat_id=0&query=drills&sort=best_seller&page=1&ps=40,620247267,,"BEAUDENS 20V Cordless Drill Driver with 2000mAh Lithium-ion Battery, Lightweight and 61pcs Bits, 21+1 Torque Setting and Variable Speed for Home and DIY, 3/8 inches Quick Release Chuck",BEAUDENS,8520S-200Li+ CBA1701+ XZ1800-1500GL,39.99,,1.0,12.0,Betteryourlife,1579204800000.0,VALUE,0.0,1.0,,,,,5.29,3.0,4.7,269.0,1.0,,,,0.0,20.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578773454193,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20BDCDMT120C%20drills&sort=&page=1&ps=40,48542616,641676235183.0,Black & Decker BDCDMT120C Black & Decker MATRIX 20V MAX Lithium Drill/Driver - Driver Drill - 0.38&quot; Chuck,BLACK+DECKER,,74.78,149.99,0.0,12.0,iSave,,,,0.0,,,,,5.0,20.0,4.7,1.0,0.0,,,,0.0,21.0,0.0,1.0,7
WMT,https://www.walmart.com/,1578773472857,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20LDX120C%20drills&sort=&page=1&ps=40,192343494,803982858948.0,Black &amp; Decker LDX120C 20-Volt MAX Lithium-Ion Cordless Drill/Driver,Black &amp; Decker,,79.56,,1.0,12.0,FARIA CA LLC,1579204800000.0,VALUE,0.0,2.0,,,,,,23.0,4.5,129.0,1.0,,,,0.0,21.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578773482241,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20LDX120PK%20drills&sort=&page=1&ps=40,25354172,885911305204.0,"BLACK+DECKER 20-Volt MAX* Lithium-Ion Drill-Driver And 66-Piece Project Kit, LDX120PK",BLACK+DECKER,LDX120PK,73.29,85.0,1.0,12.0,Walmart.com,1578945600000.0,EXPEDITED,0.0,2.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,54.0,9.6,79.0,4.8,172.0,0.0,2.0,,,0.0,21.0,2.0,1.0,2
WMT,https://www.walmart.com/,1578773485183,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20LDX120PK%20drills&sort=&page=1&ps=40,410193616,713976521522.0,BLACK+DECKER LDX120PK 20-Volt MAX Lithium-Ion Drill and Project Kit,BLACK+DECKER,LDX120PK,118.87,,1.0,12.0,DropAir,1579291200000.0,VALUE,0.0,3.0,,,,,9.55,0.0,,119.0,1.0,,,,0.0,21.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578773488290,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20LDX120PK%20drills&sort=&page=1&ps=40,41160413,616174543177.0,Black & Decker BDKLDX120PKM 20-Volt MAX Lithium-Ion Drill and Project Kit Black & Decker LDX120PK 20-Volt MAX Lithium-Ion Drill and Project Kit,BLACK+DECKER,,119.94,239.99,1.0,12.0,iSave,1579204800000.0,STANDARD,0.0,2.0,,,,,,3.0,5.0,6.0,0.0,,,,0.0,21.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578773494034,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=CRAFTSMAN%20CMCD700C1%20drills&sort=&page=1&ps=40,128382819,885911548694.0,CRAFTSMAN V20 Cordless Drill/Driver Kit (CMCD700C1),CRAFTSMAN,CMCD700C1,74.95,,1.0,12.0,Dirtcheapsellerms,1579291200000.0,VALUE,0.0,3.0,,,,,,0.0,,28.0,0.0,,,,0.0,21.0,12.0,0.0,7
WMT,https://www.walmart.com/,1578773524778,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20BDCD8C%20drills&sort=&page=1&ps=40,47729344,885911431279.0,"BLACK+DECKER 8-Volt MAX* Lithium-Ion Cordless Drill, BDCD8C",BLACK+DECKER,BDCD8C,29.99,,1.0,12.0,Phoenix Electronics and More,1579204800000.0,VALUE,0.0,1.0,,,,,2.2,21.0,4.5,189.0,0.0,,,,0.0,21.0,12.0,0.0,7
WMT,https://www.walmart.com/,1578773532311,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=WORX%20WX176L%20drills&sort=&page=1&ps=40,51267699,845534014716.0,"WORX 20-Volt Max* Power Share, Switchdriver Drill-Driver With 67-Piece Accessory Kit, Hex Quick, WX176L.1,",WORX,WX176L.1,193.45,,1.0,12.0,AMI Ventures Inc,1579118400000.0,STANDARD,0.0,1.0,,,,,2.9,745.0,4.8,7.0,0.0,,,,0.0,21.0,12.0,0.0,7
WMT,https://www.walmart.com/,1578773537124,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=WORX%20WX176L%20drills&sort=&page=1&ps=40,639319894,845534015232.0,"WORX 20-Volt Switchdriver Bare Tool WX176L.9 ( No Battery, No Charger Included )",WORX,WX176L.9,48.1,59.99,1.0,12.0,Walmart.com,1579723200000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,2.5,169.0,4.7,120.0,0.0,,,,0.0,21.0,12.0,1.0,7
WMT,https://www.walmart.com/,1578773546638,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=WORX%20WX176L%20drills&sort=&page=1&ps=40,535531327,305489620726.0,WORX WX176L 20V Switchdriver 2-in-1 Cordless Drill and Driver with Rotating Dual Chucks and 2-Speed Motor with Precise Electronic Torque Control,WORX,WX176L,129.99,,1.0,12.0,Supply the Home,1579204800000.0,STANDARD,0.0,2.0,,,,,,0.0,,16.0,0.0,,,,0.0,21.0,12.0,0.0,7
WMT,https://www.walmart.com/,1578773560025,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20DR260C%20drills&sort=&page=1&ps=40,616219631,44915491294.0,"Black & Decker DR260C 5.2-Amp Drill/Driver, 3/8-Inch",BLACK+DECKER,1223-0876,33.73,,0.0,12.0,Everest Ventures,,,,0.0,,,,,,0.0,,20.0,1.0,,,,0.0,21.0,0.0,1.0,7
WMT,https://www.walmart.com/,1578773569584,78722,0.0,1.0,https://www.walmart.com/search/?cat_id=0&query=BLACK+DECKER%20BDCDD12PK%20drills&sort=&page=1&ps=40,55171907,885911432924.0,"BLACK+DECKER 12-Volt MAX* Lithium Drill And 59-Piece Project Kit, BDCDD12PK",BLACK+DECKER,BDCDD12PK,63.84,,1.0,12.0,Walmart.com,1579291200000.0,STANDARD,0.0,1.0,Unknown,"1030 Norwood Park Blvd, Austin, TX",78753.0,,7.6,1.0,5.0,35.0,1.0,,,,0.0,21.0,12.0,1.0,7
AMZN,https://www.amazon.com/,1578772235949,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK1020D2%20drills&s=&page=1,B0773CS85H,,"DEWALT 20V MAX Cordless Drill Combo Kit, 10-Tool (DCK1020D2)",DEWALT,DCK1020D2,76.99,,0.0,19.0,Amazon.com,1578787200000.0,FREE Shipping on orders over $25,,1.0,,,,,46.1,185.0,4.6,6.0,7726.0,19.0,,,0.0,21.0,19.0,0.0,2
AMZN,https://www.amazon.com/,1578772244101,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK1020D2%20drills&s=&page=1,B07BZ525ZW,,DEWALT DCK1020D2 20V Combo Kit with Titanium Speed Tip Drill Bit Set,DEWALT,,514.98,,1.0,30.0,,,,,0.0,,,,,,,,,1275599.0,,,,0.0,21.0,30.0,0.0,7
AMZN,https://www.amazon.com/,1578772247780,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCD777C2%20drills&s=&page=1,B01J7UPHIS,,DEWALT DCD777C2 20V Max Lithium-Ion Brushless Compact Drill Driver,DEWALT,DCD777C2,129.95,,0.0,,MaxTool,,—,,0.0,,,,,5.69,1578.0,4.7,5.0,6546.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1578772252727,78722,0.0,1.0,https://www.amazon.com/s?k=Bosch%2011255VSR-GWS8%20drills&s=&page=1,B06XP1NN91,,"Bosch 11255VSR-GWS8 1"" SDS-plus Bulldog Xtreme Rotary Hammer with 4-1/2"" Small Angle Grinder, Blue",Bosch,11255VSR-GWS8,155.99,,0.0,,"
                                —
                            ",,—,,0.0,,,,,17.65,476.0,4.6,,647805.0,,,,0.0,21.0,0.0,0.0,2
